income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,age_groups_covered_d3,vacc_start,dt,repetition,seeding_cases,variant_fold_reduction,dose_3_fold_increase,vacc_per_week,scenario,name
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,1,10,1,6,0.025,1,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,2,10,1,6,0.025,2,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,3,10,1,6,0.025,3,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,4,10,1,6,0.025,4,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,5,10,1,6,0.025,5,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,6,10,1,6,0.025,6,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,7,10,1,6,0.025,7,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,8,10,1,6,0.025,8,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,9,10,1,6,0.025,9,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,10,10,1,6,0.025,10,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,11,10,1,6,0.025,11,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,12,10,1,6,0.025,12,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,13,10,1,6,0.025,13,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,14,10,1,6,0.025,14,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,15,10,1,6,0.025,15,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,16,10,1,6,0.025,16,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,17,10,1,6,0.025,17,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,18,10,1,6,0.025,18,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,19,10,1,6,0.025,19,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,20,10,1,6,0.025,20,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,1,10,1,6,0.025,21,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,2,10,1,6,0.025,22,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,3,10,1,6,0.025,23,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,4,10,1,6,0.025,24,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,5,10,1,6,0.025,25,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,6,10,1,6,0.025,26,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,7,10,1,6,0.025,27,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,8,10,1,6,0.025,28,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,9,10,1,6,0.025,29,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,10,10,1,6,0.025,30,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,11,10,1,6,0.025,31,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,12,10,1,6,0.025,32,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,13,10,1,6,0.025,33,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,14,10,1,6,0.025,34,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,15,10,1,6,0.025,35,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,16,10,1,6,0.025,36,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,17,10,1,6,0.025,37,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,18,10,1,6,0.025,38,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,19,10,1,6,0.025,39,scenario1
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,20,10,1,6,0.025,40,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,1,10,1,6,0.025,41,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,2,10,1,6,0.025,42,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,3,10,1,6,0.025,43,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,4,10,1,6,0.025,44,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,5,10,1,6,0.025,45,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,6,10,1,6,0.025,46,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,7,10,1,6,0.025,47,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,8,10,1,6,0.025,48,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,9,10,1,6,0.025,49,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,10,10,1,6,0.025,50,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,11,10,1,6,0.025,51,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,12,10,1,6,0.025,52,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,13,10,1,6,0.025,53,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,14,10,1,6,0.025,54,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,15,10,1,6,0.025,55,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,16,10,1,6,0.025,56,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,17,10,1,6,0.025,57,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,18,10,1,6,0.025,58,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,19,10,1,6,0.025,59,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,20,10,1,6,0.025,60,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,1,10,1,6,0.025,61,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,2,10,1,6,0.025,62,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,3,10,1,6,0.025,63,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,4,10,1,6,0.025,64,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,5,10,1,6,0.025,65,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,6,10,1,6,0.025,66,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,7,10,1,6,0.025,67,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,8,10,1,6,0.025,68,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,9,10,1,6,0.025,69,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,10,10,1,6,0.025,70,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,11,10,1,6,0.025,71,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,12,10,1,6,0.025,72,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,13,10,1,6,0.025,73,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,14,10,1,6,0.025,74,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,15,10,1,6,0.025,75,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,16,10,1,6,0.025,76,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,17,10,1,6,0.025,77,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,18,10,1,6,0.025,78,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,19,10,1,6,0.025,79,scenario1
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,20,10,1,6,0.025,80,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,1,10,1,6,0.025,81,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,2,10,1,6,0.025,82,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,3,10,1,6,0.025,83,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,4,10,1,6,0.025,84,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,5,10,1,6,0.025,85,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,6,10,1,6,0.025,86,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,7,10,1,6,0.025,87,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,8,10,1,6,0.025,88,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,9,10,1,6,0.025,89,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,10,10,1,6,0.025,90,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,11,10,1,6,0.025,91,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,12,10,1,6,0.025,92,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,13,10,1,6,0.025,93,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,14,10,1,6,0.025,94,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,15,10,1,6,0.025,95,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,16,10,1,6,0.025,96,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,17,10,1,6,0.025,97,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,18,10,1,6,0.025,98,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,19,10,1,6,0.025,99,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,20,10,1,6,0.025,100,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,1,10,1,6,0.025,101,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,2,10,1,6,0.025,102,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,3,10,1,6,0.025,103,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,4,10,1,6,0.025,104,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,5,10,1,6,0.025,105,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,6,10,1,6,0.025,106,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,7,10,1,6,0.025,107,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,8,10,1,6,0.025,108,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,9,10,1,6,0.025,109,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,10,10,1,6,0.025,110,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,11,10,1,6,0.025,111,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,12,10,1,6,0.025,112,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,13,10,1,6,0.025,113,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,14,10,1,6,0.025,114,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,15,10,1,6,0.025,115,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,16,10,1,6,0.025,116,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,17,10,1,6,0.025,117,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,18,10,1,6,0.025,118,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,19,10,1,6,0.025,119,scenario1
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,20,10,1,6,0.025,120,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,1,10,1,6,0.025,121,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,2,10,1,6,0.025,122,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,3,10,1,6,0.025,123,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,4,10,1,6,0.025,124,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,5,10,1,6,0.025,125,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,6,10,1,6,0.025,126,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,7,10,1,6,0.025,127,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,8,10,1,6,0.025,128,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,9,10,1,6,0.025,129,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,10,10,1,6,0.025,130,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,11,10,1,6,0.025,131,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,12,10,1,6,0.025,132,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,13,10,1,6,0.025,133,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,14,10,1,6,0.025,134,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,15,10,1,6,0.025,135,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,16,10,1,6,0.025,136,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,17,10,1,6,0.025,137,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,18,10,1,6,0.025,138,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,19,10,1,6,0.025,139,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,20,10,1,6,0.025,140,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,1,10,1,6,0.025,141,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,2,10,1,6,0.025,142,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,3,10,1,6,0.025,143,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,4,10,1,6,0.025,144,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,5,10,1,6,0.025,145,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,6,10,1,6,0.025,146,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,7,10,1,6,0.025,147,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,8,10,1,6,0.025,148,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,9,10,1,6,0.025,149,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,10,10,1,6,0.025,150,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,11,10,1,6,0.025,151,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,12,10,1,6,0.025,152,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,13,10,1,6,0.025,153,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,14,10,1,6,0.025,154,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,15,10,1,6,0.025,155,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,16,10,1,6,0.025,156,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,17,10,1,6,0.025,157,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,18,10,1,6,0.025,158,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,19,10,1,6,0.025,159,scenario1
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,20,10,1,6,0.025,160,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,1,10,1,6,0.025,161,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,2,10,1,6,0.025,162,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,3,10,1,6,0.025,163,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,4,10,1,6,0.025,164,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,5,10,1,6,0.025,165,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,6,10,1,6,0.025,166,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,7,10,1,6,0.025,167,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,8,10,1,6,0.025,168,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,9,10,1,6,0.025,169,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,10,10,1,6,0.025,170,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,11,10,1,6,0.025,171,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,12,10,1,6,0.025,172,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,13,10,1,6,0.025,173,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,14,10,1,6,0.025,174,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,15,10,1,6,0.025,175,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,16,10,1,6,0.025,176,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,17,10,1,6,0.025,177,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,18,10,1,6,0.025,178,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,19,10,1,6,0.025,179,scenario1
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,20,10,1,6,0.025,180,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,1,10,1,6,0.025,181,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,2,10,1,6,0.025,182,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,3,10,1,6,0.025,183,scenario1
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,4,10,1,6,0.025,184,scenario1
